provincia,poblacion,total,nuevas,lat,lng,semana
Azuay,881394,16051,104,-2.897414000000000,-79.00448100000000,51
Bolívar,209933,5063,47,-1.605556000000000,-79.00305600000000,51
Carchi,186869,6357,18,0.8121800000000000,-77.71633000000000,51
Cañar,281396,3987,57,-2.733333000000000,-78.83333300000000,51
Chimborazo,524004,6324,52,-1.674347000000000,-78.64829400000001,51
Cotopaxi,488716,6927,124,-0.9333330000000000,-78.61666700000001,51
El Oro,715751,16966,294,-3.266667000000000,-79.96666700000000,51
Esmeraldas,591083,5245,100,1.050000000000000,-79.20000000000000,51
Galápagos,33042,602,4,-0.7999999999999999,-89.40000000000001,51
Guayas,4387434,48727,1698,-2.183333000000000,-79.88333299999999,51
Imbabura,476257,11976,80,0.3626780000000000,-78.13066700000000,51
Loja,521154,11136,115,-3.983333000000000,-79.20000000000000,51
Los Ríos,921763,8719,113,-1.800000000000000,-79.53333300000000,51
Manabí,1562079,21311,587,-1.056181000000000,-80.45521700000000,51
Morona Santiago,196535,3686,59,-2.300000000000000,-78.11666700000001,51
Napo,133705,2868,53,-0.9890000000000000,-77.81590000000000,51
Orellana,161338,2085,27,-0.4666670000000000,-76.96666700000000,51
Pastaza,114202,1486,21,-1.066667000000000,-78.00111099999999,51
Pichincha,3228233,124846,1400,-0.2186110000000000,-78.50972200000000,51
Santa Elena,401178,2009,27,-2.226700000000000,-80.85830000000000,51
Sto. Domingo Tsáchilas,511151,7098,86,-0.2541670000000000,-79.17194400000000,51
Sucumbíos,230503,3733,85,0.08472200000000002,-76.88277800000000,51
Tungurahua,590600,8937,132,-1.241667000000000,-78.61972200000000,51
Zamora Chinchipe,120416,1588,26,-4.120000000000000,-78.80000000000000,51
Azuay,881394,16235,184,-2.897414000000000,-79.00448100000000,52
Bolívar,209933,5173,110,-1.605556000000000,-79.00305600000000,52
Carchi,186869,6390,33,0.8121800000000000,-77.71633000000000,52
Cañar,281396,4212,225,-2.733333000000000,-78.83333300000000,52
Chimborazo,524004,6481,157,-1.674347000000000,-78.64829400000001,52
Cotopaxi,488716,7200,273,-0.9333330000000000,-78.61666700000001,52
El Oro,715751,17510,544,-3.266667000000000,-79.96666700000000,52
Esmeraldas,591083,5348,103,1.050000000000000,-79.20000000000000,52
Galápagos,33042,633,31,-0.7999999999999999,-89.40000000000001,52
Guayas,4387434,51701,2974,-2.183333000000000,-79.88333299999999,52
Imbabura,476257,12141,165,0.3626780000000000,-78.13066700000000,52
Loja,521154,11408,272,-3.983333000000000,-79.20000000000000,52
Los Ríos,921763,8903,184,-1.800000000000000,-79.53333300000000,52
Manabí,1562079,22231,920,-1.056181000000000,-80.45521700000000,52
Morona Santiago,196535,3779,93,-2.300000000000000,-78.11666700000001,52
Napo,133705,2955,87,-0.9890000000000000,-77.81590000000000,52
Orellana,161338,2110,25,-0.4666670000000000,-76.96666700000000,52
Pastaza,114202,1524,38,-1.066667000000000,-78.00111099999999,52
Pichincha,3228233,127631,2785,-0.2186110000000000,-78.50972200000000,52
Santa Elena,401178,2059,50,-2.226700000000000,-80.85830000000000,52
Sto. Domingo Tsáchilas,511151,7363,265,-0.2541670000000000,-79.17194400000000,52
Sucumbíos,230503,3826,93,0.08472200000000002,-76.88277800000000,52
Tungurahua,590600,9315,378,-1.241667000000000,-78.61972200000000,52
Zamora Chinchipe,120416,1612,24,-4.120000000000000,-78.80000000000000,52
