muestras,muestras_pcr,positivas_total,positivas_probables,muestras_pcr_nuevas,pruebas_rezagadas,muertes_confirmadas,muertes_probables,muertes,muertes_nuevas,positivas,positivas_pcr,positivas_pcr_nuevas,positivas_pcr_mujer,positivas_pcr_hombre,positivas_pcr_hombre_edades_meses,positivas_pcr_hombre_edades_0a4,positivas_pcr_hombre_edades_5a9,positivas_pcr_hombre_edades_10a14,positivas_pcr_hombre_edades_15a19,positivas_pcr_hombre_edades_20a49,positivas_pcr_hombre_edades_50a64,positivas_pcr_hombre_edades_65an,positivas_pcr_mujer_edades_meses,positivas_pcr_mujer_edades_0a4,positivas_pcr_mujer_edades_5a9,positivas_pcr_mujer_edades_10a14,positivas_pcr_mujer_edades_15a19,positivas_pcr_mujer_edades_20a49,positivas_pcr_mujer_edades_50a64,positivas_pcr_mujer_edades_65an,positivas_rapidas,negativas,negativas_pcr,negativas_pcr_nuevas,negativas_rapidas,hospitalizadas_altas,hospitalizadas_estables,hospitalizadas_pronostico_reservadas,msp_hospitalizacion_camas_porcentaje_ocupadas,msp_hospitalizacion_lista_espera,msp_hospitalizacion_camas_asignadas,msp_hospitalizacion_camas_ocupadas,msp_cuidado_intermedio_camas_porcentaje_ocupadas,msp_cuidado_intermedio_lista_espera,msp_cuidado_intermedio_camas_asignadas,msp_cuidado_intermedio_camas_ocupadas,msp_uci_camas_porcentaje_ocupadas,msp_uci_lista_espera,msp_uci_camas_asignadas,msp_uci_camas_ocupadas,rpis_hospitalizacion_camas_porcentaje_ocupadas,rpis_hospitalizacion_lista_espera,rpis_hospitalizacion_camas_asignadas,rpis_hospitalizacion_camas_ocupadas,rpis_cuidado_intermedio_camas_porcentaje_ocupadas,rpis_cuidado_intermedio_lista_espera,rpis_cuidado_intermedio_camas_asignadas,rpis_cuidado_intermedio_camas_ocupadas,rpis_uci_camas_porcentaje_ocupadas,rpis_uci_lista_espera,rpis_uci_camas_asignadas,rpis_uci_camas_ocupadas,rpc_hospitalizacion_camas_porcentaje_ocupadas,rpc_hospitalizacion_lista_espera,rpc_hospitalizacion_camas_asignadas,rpc_hospitalizacion_camas_ocupadas,rpc_cuidado_intermedio_camas_porcentaje_ocupadas,rpc_cuidado_intermedio_lista_espera,rpc_cuidado_intermedio_camas_asignadas,rpc_cuidado_intermedio_camas_ocupadas,rpc_uci_camas_porcentaje_ocupadas,rpc_uci_lista_espera,rpc_uci_camas_asignadas,rpc_uci_camas_ocupadas,created_at
761704,741132,0,0,3817,48639,9447,4554,14001,7,219282,210326,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,493783,482167,1512,11616,25427,461,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29/12/2020
765556,744984,0,0,3852,47397,9469,4554,14023,22,220468,211512,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,497691,486075,3908,11616,25525,458,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30/12/2020
769218,748646,0,0,3662,48362,9473,4561,14034,11,221468,212512,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,499388,487772,1697,11616,25575,462,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31/12/2020
772814,752242,0,0,3596,47729,9487,4564,14051,17,222334,213378,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,502751,491135,3363,11616,25784,522,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/2021
775977,755405,0,0,3163,46581,9495,4564,14059,8,223469,214513,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,505927,494311,3176,11616,25784,522,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/01/2021
776501,755929,0,0,524,46143,9495,4564,14059,0,223570,214614,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,506788,495172,861,11616,25895,591,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2021
777524,756952,0,0,1023,45529,9505,4564,14069,10,224036,215080,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,507959,496343,1171,11616,25938,592,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/01/2021
780593,760021,0,0,3069,44965,9530,4573,14103,34,225039,216083,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,510589,498973,2630,11616,25964,599,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/01/2021
783311,762739,0,0,2718,42557,9565,4581,14146,43,226333,217377,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,514421,502805,3832,11616,26166,564,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/01/2021
787705,767133,0,0,4394,43442,9577,4581,14158,12,227341,218385,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,516922,505306,2501,11616,26219,585,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/01/2021
790367,769795,0,0,2662,43494,9583,4582,14165,7,228104,219148,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,518769,507153,1847,11616,26325,641,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/01/2021
794692,774120,0,0,4325,43820,9593,4584,14177,12,229305,220349,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,521567,509951,2798,11616,26380,648,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/01/2021
796298,775726,0,0,1606,43108,9593,4584,14177,0,230026,221070,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,523164,511548,1597,11616,26507,631,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/01/2021
798143,777571,0,0,1845,43429,9600,4584,14184,7,230462,221506,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,524252,512636,1088,11616,26559,620,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/01/2021
802320,781748,0,0,4177,44645,9610,4586,14196,12,231523,222567,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,526152,514536,1900,11616,26614,649,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/01/2021
809694,789122,0,0,7374,46249,9636,4593,14229,33,233271,224315,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,530174,518558,4022,11616,26750,643,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/01/2021
818087,797515,0,0,8393,48529,9648,4598,14246,17,234958,226002,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,534600,522984,4426,11616,26820,654,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/01/2021
821982,801410,0,0,3895,49085,9669,4604,14273,27,235822,226866,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,537075,525459,2475,11616,26935,659,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15/01/2021
831415,810843,0,0,9433,47115,9711,4605,14316,43,239764,230808,3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,544536,532920,7461,11616,26991,662,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16/01/2021
832541,811969,0,0,1126,45629,9714,4605,14319,3,240438,231482,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,546474,534858,1938,11616,27188,712,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/01/2021
833856,813284,0,0,1315,46269,9717,4605,14322,3,240600,231644,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,546987,535371,513,11616,27258,744,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/01/2021
837441,816869,0,0,3585,46738,9775,4607,14382,60,241524,232568,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,549179,537563,2192,11616,27299,821,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/01/2021
844450,823878,0,0,7009,47858,9810,4627,14437,55,243271,234315,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,553321,541705,4142,11616,27401,716,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/01/2021
853094,832522,0,0,8644,49565,9883,4643,14526,89,245145,236189,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,558384,546768,5063,11616,27537,721,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/01/2021
856047,835475,0,0,2953,48616,9913,4649,14562,36,246114,237158,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,561317,549701,2933,11616,27598,747,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/01/2021
861376,840804,0,0,5329,49884,9943,4653,14596,34,247188,238232,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,564304,552688,2987,11616,27674,758,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/01/2021
866599,846027,0,0,5223,45695,9968,4655,14623,27,250248,241292,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,570656,559040,6352,11616,27819,830,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/01/2021
868178,847606,0,0,1579,46081,9981,4658,14639,16,250523,241567,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,571574,559958,918,11616,27889,866,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/01/2021
870339,849767,0,0,2161,46239,10007,4661,14668,29,251102,242146,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,572998,561382,1424,11616,27889,866,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/01/2021
876846,856274,0,0,6507,48102,10035,4669,14704,36,252491,243535,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,576253,564637,3255,11616,28182,841,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/01/2021
887347,866775,0,0,10501,49013,10087,4679,14766,62,254956,246000,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,583378,571762,7125,11616,28251,851,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/01/2021
892236,871664,0,0,4889,51261,10123,4679,14802,36,255643,246687,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,585332,573716,1954,11616,28454,817,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29/01/2021
903871,883299,0,0,11635,50715,10169,4682,14851,49,258735,249779,3092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,594421,582805,9089,11616,28505,859,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30/01/2021
905646,885074,0,0,1775,48920,10177,4682,14859,8,259784,250828,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,596942,585326,2521,11616,28878,886,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31/01/2021
906534,885962,0,0,888,48921,10202,4688,14890,31,259942,250986,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,597671,586055,729,11616,28966,836,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/02/2021
909535,888963,0,0,3001,50452,10226,4689,14915,25,260235,251279,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,598848,587232,1177,11616,29020,812,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/02/2021
912244,891672,0,0,2709,48754,10257,4692,14949,34,261346,252390,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,602144,590528,3296,11616,29156,796,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2021
916588,896016,0,0,4344,50091,10276,4692,14968,19,262295,253339,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,604202,592586,2058,11616,29214,792,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/02/2021
921228,900656,0,0,4640,48981,10290,4692,14982,14,264368,255412,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,607879,596263,3677,11616,29350,818,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/02/2021
926457,905885,0,0,5229,48715,10311,4693,15004,22,266071,257115,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,611671,600055,3792,11616,29410,1196,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/02/2021
929637,909065,0,0,3180,47870,10318,4694,15012,8,267238,258282,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,614529,602913,2858,11616,29707,818,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/02/2021
930980,910408,0,0,1343,48252,10319,4694,15013,1,267563,258607,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,615165,603549,636,11616,29753,821,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/02/2021
936210,915638,0,0,5230,49343,10387,4699,15086,73,268739,259783,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,618128,606512,2963,11616,29887,789,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/02/2021
938528,917956,0,0,2318,50291,10413,4703,15116,30,269032,260076,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,619205,607589,1077,11616,29934,742,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/02/2021
947833,927261,0,0,9305,51070,10461,4713,15174,58,271169,262213,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,625594,613978,6389,11616,29999,751,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/02/2021
953572,933000,0,0,5739,51914,10503,4717,15220,46,272473,263517,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,629185,617569,3591,11616,30157,759,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/02/2021
961438,940866,0,0,7866,52695,10550,4719,15269,49,274483,265527,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,634260,622644,5075,11616,30213,769,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/02/2021
966060,945488,0,0,4622,51576,10599,4722,15321,52,276179,267223,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,638305,626689,4045,11616,30342,782,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/02/2021
967179,946607,0,0,1119,51248,10633,4722,15355,34,276657,267701,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,639274,627658,969,11616,30401,753,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15/02/2021
968926,948354,0,0,1747,51003,10669,4723,15392,37,277029,268073,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,640894,629278,1620,11616,30439,753,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16/02/2021
970174,949602,0,0,1248,51431,10671,4723,15394,2,277175,268219,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,641568,629952,674,11616,30394,615,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/02/2021
974649,954077,0,0,4475,50984,10714,4730,15444,50,278816,269860,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,644849,633233,3281,11616,30625,673,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/02/2021
979974,959402,0,0,5325,51801,10738,4736,15474,30,280232,271276,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,647941,636325,3092,11616,30661,668,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/02/2021
988349,967777,0,0,8375,53479,10775,4738,15513,39,282053,273097,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,652817,641201,4876,11616,30718,689,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/02/2021
993196,972624,0,0,4847,52875,10796,4740,15536,23,283629,274673,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,656692,645076,3875,11616,30846,729,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/02/2021
994704,974132,0,0,1508,53069,10807,4740,15547,11,283924,274968,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,657711,646095,1019,11616,30918,721,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/02/2021
996309,975737,0,0,1605,52373,10826,4741,15567,20,284736,275780,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,659200,647584,1489,11616,31019,738,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/02/2021
1003773,983201,0,0,7464,51220,10883,4751,15634,67,287735,278779,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,664818,653202,5618,11616,31057,757,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/02/2021
1012044,991472,0,0,8271,52691,10929,4740,15669,35,290125,281169,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,669228,657612,4410,11616,31591,835,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/02/2021
1017933,997361,0,0,5889,53846,10971,4742,15713,44,291555,282599,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,672532,660916,3304,11616,31644,856,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/02/2021
1025760,1005188,0,0,7827,55242,11032,4747,15779,66,293303,284347,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,677215,665599,4683,11616,31813,870,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/02/2021
1030233,1009661,0,0,4473,53396,11058,4753,15811,32,295111,286155,1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,681726,670110,4511,11616,31893,855,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/02/2021
1031831,1011259,0,0,1598,53867,11078,4754,15832,21,295323,286367,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,682641,671025,915,11616,31968,837,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/03/2021
1034776,1014204,0,0,2945,54750,11095,4755,15850,18,295681,286725,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,684345,672729,1704,11616,32091,835,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/03/2021
1043469,1022897,0,0,8693,54399,11157,4764,15921,71,298428,289472,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,690642,679026,6297,11616,32150,816,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2021
1045826,1025254,0,0,2357,55574,11192,4767,15959,38,298691,289735,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,691561,679945,919,11616,32215,842,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/03/2021
1051767,1031195,0,0,5941,56841,11225,4772,15997,38,300026,291070,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,694900,683284,3339,11616,32439,867,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/03/2021
1058101,1037529,0,0,6334,56675,11246,4774,16020,23,301899,292943,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,699527,687911,4627,11616,32506,871,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/03/2021
1060301,1039729,0,0,2200,54080,11258,4781,16039,19,303459,294503,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,702762,691146,3235,11616,32653,850,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/03/2021
1060583,1040011,0,0,282,54017,11262,4781,16043,4,303574,294618,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,702992,691376,230,11616,32747,839,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/03/2021
1063835,1043263,0,0,3252,55118,11285,4784,16069,26,304070,295114,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,704647,693031,1655,11616,32822,830,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/03/2021
1068880,1048308,0,0,5045,54552,11318,4787,16105,36,305797,296841,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,708531,696915,3884,11616,32942,820,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/03/2021
1073813,1053241,0,0,4933,55333,11341,4787,16128,23,306913,297957,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,711567,699951,3036,11616,33013,819,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/03/2021
